"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2003&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:20:20 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"New York University Central Plant","NY",31753,100,371
"New-Indy Ontario Mill","CA",191117,1,595
"Newark Bay Cogeneration Partnership LP","NJ",34948,0,22
"Newark Power Plant","NJ",185879,3,100
"Newberry","MI",339,0,7
"Newhalen","AK",349,1,7
"Newington","NH",1704955,18970,2783
"Newman","TX",955362,5,1335
"Newman (PA)","PA",40449,228,73
"Newton","IL",7114929,"--","--"
"Newton","IL","--",15304,4581
"Niagara Mill","WI",209805,2327,458
"Nichols","TX",567160,3,942
"Nichols Road Power Plant","CA",186055,30,115
"Nicor Gas","IL",5629,0,126
"Nikiski Co-Generation","AK",187907,1,526
"Niles","OH",387,1,8
"Niles Power Plant","OH",1237814,16348,5286
"Nine Mile Point","LA",2777593,50,6544
"Nine Springs","WI",133,"--","--"
"Nippon Dynawave Packaging Longview WA","WA",267701,3705,1351
"Noblesville","IN",171581,1111,764
"Nodaway","MO",4610,0,3
"Noorvik","AK",1432,2,30
"North","IA",222,0,4
"North 1st","NY",43368,0,4
"North Branch","WV",601748,507,762
"North Branch (MN)","MN",5,"--","--"
"North Denver","NE",1239,0,3
"North East Cogeneration Plant","PA",9878,0,8
"North Island Energy Facility","CA",185183,1,503
"North Lake","TX",558554,12,643
"North Loop","AZ",6676,0,18
"North Main Street","CT",1035,1,6
"North Midway Cogen","CA",64140,0,162
"North Ninth Street","IL",685,0,15
"North Omaha","NE",3677397,10641,5453
"North Pole","AK",419626,2115,1963
"North Riley","TX",8979,0,214
"North Road Peak","SC",765,1,15
"North Shore Towers","NY",17407,12,381
"North Texas","TX","--",0,537
"North Valmy","NV",3262001,6526,6292
"Northampton Generating Company LP","PA",828636,1552,327
"Northeast (MI)","MI",3620,1,11
"Northeast (MO)","MO",6610,9,36
"Northeast (WA)","WA",587,0,2
"Northeastern","OK",7963725,30863,15251
"Northern Neck","VA",1121,2,6
"Northern States Flambeau","WI",4757,1,15
"Northport","NY",5795920,29903,6823
"Northside Generating Station","FL",4328228,10042,3170
"Northway","AK",1253,2,25
"Norton","KS",922,0,21
"Norton Powerhouse","MA",61802,423,320
"Notch Cliff","MD",2037,0,6
"Nove Power Plant","CA","--",0,238
"Nucla","CO",699161,1028,1321
"Nueces Bay","TX","--",0,67
"Nunapitchuk","AK",1855,3,38
"Nymans Plant Microgrid","AK",704,1,14
"O H Hutchings","OH",1116598,7250,3421
"O W Sommers","TX",441519,56,588
"O'Brien Biogas IV LLC","NJ","--",0,51
"OLS Energy Chino","CA",101479,1,280
"Oak Bluffs Diesel Generating Facility","MA",1982,3,41
"Oakely","KS",208,0,5
"Oberlin (KS)","KS",195,0,4
"Oberlin (OH)","OH",922,0,21
"Ocean County Landfill","NJ","--",0,398
"Ocean State Power","RI",377248,4,104
"Ocean State Power II","RI",364027,4,82
"Oceanside Energy","NY","--",0,78
"Ocotillo","AZ",129311,1,99
"Odessa","MO",422,1,8
"Odessa-Ector Power Plant","TX",1642928,9,403
"Ogden","IA",19,"--","--"
"Ogdensburg Power","NY",36598,0,18
"Oglesby","IL",255,0,1
"Oildale Energy LLC","CA",123438,1,346
"Okeelanta Cogeneration","FL",5923,128,738
"Oklahoma State University","OK",35579,0,82
"Oklaunion","TX",4681568,3173,7413
"Old Faithful","WY",363,1,7
"Old Hickory Plant","TN",4249,0,579
"Oleander Power Project LP","FL",551629,21,180
"Olinda Landfill Gas Recovery Plant","CA","--",0,535
"Olive","CA",36765,0,2
"Olive View Medical Center","CA",15896,0,43
"Oliver","MI",982,1,20
"Olmsted Waste Energy","MN",28169,47,140
"Omega Hills Gas Recovery","WI","--",0,94
"Oneida Casino","WI",61,0,1
"Oneta Energy Center","OK",232025,1,465
"Onondaga Cogeneration","NY",34499,0,9
"Onondaga County Resource Recovery","NY",153557,13,554
"Onondaga Energy Partners LP","NY","--",0,32
"Ontelaunee Energy Center","PA",325280,2,874
"Opryland USA","TN",43305,0,110
"Optim Energy Altura Cogen LLC","TX",1804332,9,1663
"Orange Cogeneration Facility","FL",192743,1,83
"Orca","AK",6000,9,122
"Orchard Park","PA",528,0,12
"Ord","NE",889,1,19
"Orlando Cogen LP","FL",410093,2,217
"Ormesa I","CA",3227,"--","--"
"Ormesa IE","CA",1559,"--","--"
"Ormesa IH","CA",1310,"--","--"
"Ormesa II","CA",3177,"--","--"
"Ormond Beach","CA",1048774,5,65
"Oroville Cogeneration LP","CA",6933,0,164
"Orrtanna","PA",4550,6,25
"Orrville","OH",357033,10932,917
"Osage (IA)","IA",682,1,14
"Osage (WY)","WY",381164,2549,823
"Osage City","KS",299,0,7
"Osawatomie","KS",6497,0,2
"Osawatomie City of","KS",96,0,2
"Osceola (AR)","AR",13,"--","--"
"Osceola (FL)","FL",329808,8,102
"Oswego Harbor Power","NY",329503,1724,439
"Otay Landfill Gas, LLC","CA","--",0,92
"Ottawa","KS",7551,2,106
"Ottumwa","IA",5252223,16751,8099
"Ouachita","LA",573358,3,108
"Owatonna","MN",7987,0,20
"Oxford (KS)","KS",73,0,1
"Oxford (NE)","NE",199,0,4
"Oxnard","CA",275567,1,735
"Oxnard","CA","--",0,72
"Oxnard Wastewater Treatment Plant","CA",1079,0,189
"Oyster Creek Unit VIII","TX",1395513,7,3894
"P H Robinson","TX","--",5,1422
"P H Robinson","TX",1040891,"--","--"
"P L Bartow","FL",1961494,30774,4675
"PCS Nitrogen Fertilizer LP","TN",116959,1,312
"PCS Nitrogen Fertilizer LP","LA",26129,0,70
"PE Berkeley","CA",113512,1,294
"PERC LLC","WA","--",0,14
"PInova Inc","GA",18588,43,193
"PPG Powerhouse C","LA",1477862,9,4349
"PPG Riverside","LA","--",0,57
"PSEG Bayonne Generating Station","NJ",672,0,3
"PSEG Burlington Generating Station","NJ",116682,20,111
"PSEG Edison Generating Station","NJ",23292,1,38
"PSEG Essex Generating Station","NJ",70298,3,128
"PSEG Hudson Generating Station","NJ",2699915,15600,6540
"PSEG Kearny Generating Station","NJ",123643,35,148
"PSEG Linden Generating Station","NJ",148994,5,72
"PSEG Mercer Generating Station","NJ",2467592,11328,8841
"PSEG National Park Generating Station","NJ",85,"--","--"
"PSEG Salem Generating Station","NJ",725,"--","--"
"PSEG Sewaren Generating Station","NJ",249664,398,308
"PWD Northwest Facility","PA",36,0,46
"Pacific Oroville Power Inc","CA","--",19,108
"Pacific-Ultrapower Chinese Station","CA","--",2,62
"Packaging Corp of America","TN",339385,4789,13
"Packaging of America Tomahawk Mill","WI",230503,7801,1218
"Paddys Run","KY",9007,0,11
"Painesville","OH",242748,5394,589
"Palaau Power Hybrid","HI",27914,40,559
"Palm Beach Renewable Energy Facility 1","FL",266069,22,1056
"Palmyra Municipal","MO",32,0,1
"Palmyra Municipal 2","MO",36,0,1
"Palomar Medical Center","CA",2904,0,68
"Palos Verdes Gas to Energy","CA",8547,1,68
"Panduit Tinley Park","IL",6,"--","--"
"Panoche Peaker","CA",4324,0,12
"Panther Creek Energy Facility","PA",819518,19,524
"Paper Pak Industries","CA",2739,0,59
"Papillion Creek Wastewater","NE",724,0,205
"Par Sterile Products","MI",17548,5,57
"Paradise","KY",11875624,98397,36109
"Paragould Reciprocating","AR",1099,0,26
"Paragould Turbine","AR",60,"--","--"
"Paris (KY)","KY",1001,1,19
"Paris (WI)","WI",42941,1,33
"Paris Energy Center","TX",595368,21,1672
"Parkdale","TX",51923,0,82
"Parkside","IL",1,"--","--"
"Parlin Power Plant","NJ",44271,1,12
"Parr GT","SC",1608,2,9
"Partnership Station","FL",4547,0,105
"Pasadena","TX",11673,0,32
"Pasadena Cogeneration","TX",1607041,8,360
"Pascagoula Cogen","MS","--",1,143
"Pasco Cnty Solid Waste Resource Recovery","FL",143921,13,550
"Paulding","MS",86,0,0
"Paulsboro Refinery","NJ",391264,223,661
"Pawnee","CO",4022321,15153,4871
"Pawtucket Power Associates","RI",5515,1,2
"Paxton Creek Cogeneration","PA",2749,2,60
"Payson","UT",3530,0,81
"Pea Ridge","FL",19150,0,53
"Pearl Station","IL",197750,96,562
"Pearsall","TX",31965,17,63
"Pebbly Beach Generating Station","CA",26816,38,534
"Pedricktown Cogeneration Company LP","NJ",74292,0,21
"Pekin Paperboard","IL",18780,0,45
"Pella","IA",146558,494,294
"Pella Peaking","IA",795,1,16
"Pender","NE",91,0,2
"Peno Creek","MO",24227,0,19
"Penobscot Energy Recovery","ME",112582,9,432
"Penrose Power Station","CA",2993,0,231
"Peoples Generating Station","MI","--",0,172
"Pepeekeo Power Plant","HI",122911,457,204
"Perma Treat Corporation","ME","--",1,11
"Permian Basin","TX",1173024,511,1405
"Perryman","MD",107111,13,84
"Perryville Power Station","LA",327577,2,64
"Peru (IL)","IL",601,0,3
"Peru (IN)","IN",14647,226,34
"Petersburg","AK",448,1,9
"Pfizer Groton Plant","CT",223652,240,58
"Pheasant Run Landfill Gas Recovery","WI","--",0,912
"Phelps Dodge Refining","TX",76162,0,209
"Philadelphia","MD",21276,15,116
"Philadelphia Refinery","PA",194133,393,470
"Philip Sporn","WV",5589259,45261,12959
"Phillips","FL",81863,404,1400
"Phillips 66 Carbon Plant","CA",291209,402,845
"Phillips 66 Rodeo Refinery","CA",62711,1,557
"Picway","OH",432686,9475,1036
"Pinckneyville","IL",39988,0,26
"Pine Bluff Energy Center","AR",744147,9,719
"Pine Bluff Mill","AR",27222,3397,1488
"Pine Street","MI",10,"--","--"
"Pine Tree Acres","MI","--",0,419
"Pinellas County Resource Recovery","FL",364980,34,1393
"Pinetree Power","NH","--",30,266
"Pinetree Power Fitchburg","MA","--",24,115
"Pinetree Power Tamworth","NH","--",37,208
"Pineville Mill","LA",106497,1114,426
"Piney Creek Project","PA",283064,38,208
"Pioneer Valley Resource Recovery","MA",50959,122,295
"Piqua Power Plant","OH",1802,3,10
"Pirkey","TX",4934737,17865,4526
"Pitchess Cogen Station","CA",101231,0,273
"Pittsburg Power","CA",1179993,6,214
"Pittsburg Power Plant","CA",177760,10,5180
"Pittsfield","IL",10,"--","--"
"Pittsfield Generating LP","MA",486799,5,92
"Pixelle Specialty Solutions LLC - Chillicothe Facility","OH",653248,20900,650
"Placid 12","MI",531,1,11
"Plains End","CO",53474,0,1210
"Plainview Muncipal Power","NE",58,0,1
"Plant 31 Paper Mill","LA",289164,2664,1553
"Plant Four","MI",20755,29,114
"Plant No 1 Freeport","NY",2901,4,58
"Plant No 1 Orange County","CA",13058,0,718
"Plant No 2 Freeport","NY",1371,2,17
"Plant No 2 Orange County","CA",3559,0,1489
"Plant X","TX",645593,3,972
"Plaquemine","LA",309,0,1
"Platte","NE",695865,1990,1300
"Pleasant Hill","IA",11970,2,11
"Pleasant Prairie","WI",8336371,30468,14940
"Pleasant Valley (MN)","MN",86633,1,52
"Pleasant Valley (VA)","VA",4123,6,22
"Pleasants Energy LLC","WV",59279,3,30
"Ples I","CA",2556,"--","--"
"Plummer Cogen","ID","--",6,52
"Plymouth State College Cogeneration","NH",7941,11,155
"Point Beach Nuclear Plant","WI",750,1,4
"Polk","FL",1382738,771,382
"Ponca","OK",457,0,18
"Ponca City","OK",23898,0,64
"Ponca Diesel","OK",2057,0,45
"Poplar Bluff Generating Station","MO",4056,1,86
"Port Allen (HI)","HI",159879,220,2384
"Port Allen (LA)","LA",48969,0,131
"Port Arthur Texas Refinery","TX",191306,1,537
"Port Edwards Mill","WI",166073,868,295
"Port Everglades","FL",3506848,18386,9164
"Port Jefferson","NY",1100931,6017,1155
"Port Lions Microgrid","AK",2,"--","--"
"Port Neches Plant","TX",223181,1,604
"Port Townsend Paper","WA",129590,1314,389
"Port Washington Generating Station","WI",945392,8221,1303
"Port Wentworth Mill","GA","--",1974,891
"Portage","MI",21990,31,120
"Portland (PA)","PA",1834886,25624,2700
"Portola","CA",69,0,1
"Portside Energy","IN",235534,1,26
"Portsmouth Genco LLC","VA",804387,4410,746
"Possum Point","VA",1768991,7308,2123
"Potomac River","VA",2502654,13758,5225
"Potrero Power","CA",495309,2,263
"Potter Station 2","MA",29345,20,87
"Pouch","NY",18287,0,50
"Powell Valley","TN",4285,6,84
"Power Island","TX",291677,1,817
"Power Station 3","TX",275049,4,1379
"Power Station 4","TX",790328,5,2452
"Powerlane Plant","TX",664,0,6
"Powerton","IL",8694041,16812,21438
"Powertrain Warren General Motors","MI",111,"--","--"
"Prairie Creek","IA",991605,4466,2906
"Prairie View I & II LFGTE","IN","--",0,311
"Pratt","KS",4873,0,19
"Pratt & Whitney","CT",69132,1,15
"Pratt 2","KS",982,0,25
"Presence Saint Mary of Nazareth Hospital","IL",29,0,1
"Presque Isle","MI",3197272,14613,7171
"Preston (IA)","IA",196,0,4
"Preston (MN)","MN",259,0,5
"Pretlow","VA",404,1,8
"Prima Plant","CA","--",0,597
"Primghar","IA",6,"--","--"
"Princeton (IL)","IL",612,0,14
"Princeton (MN)","MN",499,1,10
"Procter & Gamble Mehoopany Mill","PA",207970,1,262
"Project Orange Associates LP","NY",107662,0,41
"Prospect Municipal","OH",351,0,7
"Provo","UT",1692,0,40
"Pryor Power Plant","OK",254286,3,1150
"Pueblo","CO",33028,4,119
"Puente Hills Energy Recovery","CA","--",3,210
"Pulliam","WI",2657551,6423,7564
"Pulp Mill Power House","CA",29063,1109,133
"Puna","HI",137616,1005,392
"Puna Geothermal Venture I","HI",4581,"--","--"
"Purdue University","IN",348375,2281,319
"Putnam","FL",665563,11,1940
"Putnam (MI)","MI",725,1,14
"Quad Cities","IL","--",0,91
"Quantum Auburndale Power LP","FL",505447,3,135
"Quantum Lake Power LP","FL",198885,1,544
"Quantum Pasco Power LP","FL",244225,1,688
"Quindaro","KS",1076421,4426,2649
"R D Green","KY",3575678,2844,6204
"R D Morrow","MS",2600663,9779,6906
"R Gallagher","IN",2680247,48390,5800
"R J Reynolds Tobaccoville Utility Plant","NC",457404,2232,667
"R M Heskett","ND",785226,2404,864
"R M Schahfer","IN",10893046,32025,16564
"R S Nelson","LA",3483097,12392,5498
"R S Nelson","LA",783535,"--","--"
"R W Miller","TX",308908,8,296
"RCWMD Badlands Landfill Gas Project","CA","--",0,36
"RED-Rochester, LLC","NY",1704821,18463,4367
"RG Steel Sparrows Point, LLC","MD",123962,463,871
"RS Cogen","LA",1505861,8,647
"Raccoon Creek Energy Center","IL",1486,"--","--"
"Raleigh CO2 Plant","IL",4443,0,105
"Ralph Green","MO",3860,0,11
"Randolph Electric","MA","--",0,180
"Randolph Road","WA",1951,3,38
"Rantoul","IL",366,1,7
"Rapids Energy Center","MN",70247,"--","--"
"Rapids Energy Center","MN","--",312,346
"Rathdrum","ID",13100,0,4
"Rathdrum Power LLC","ID",384918,2,53
"Raton","NM",57029,190,127
"Ravenswood","NY",3232166,3604,3448
"Rawhide","CO",2286979,905,4077
"Ray D Nixon","CO",1732924,4165,2189
"Ray Olinger","TX",420962,4,320
"Rayne","LA",1436,2,30
"ReEnergy Black River","NY","--",49,319
"ReEnergy Black River","NY",432855,"--","--"
"ReEnergy Chateaugay Power Station","NY","--",22,190
"ReEnergy Fort Fairfield","ME","--",43,301
"ReEnergy Livermore Falls","ME","--",45,276
"ReEnergy Lyonsdale Biomass","NY","--",20,144
"ReEnergy Stratton LLC","ME",18023,63,447
"Red Bluff","CA",36130,0,839
"Red Bud","IL",685,1,14
"Red Cedar","IA",3146,0,9
"Red Cloud","NE",282,0,6
"Red Hills Generating Facility","MS",3635537,3677,1859
"Red Oak Power LLC","NJ",290342,2,35
"Red Shield Envir Old Town Facility","ME",99907,1157,276
"Red Wing","MN",90288,7,409
"Redding Power","CA",139243,1,4
"Redfield","SD",8,"--","--"
"Redhawk","AZ",1445834,7,3959
"Redwood Falls","MN",1182,1,26
"Reeves","NM",103755,1,213
"Regional Waste Systems","ME",63283,6,240
"Regional Wastewater Control Facility","CA","--",0,165
"Reid Gardner","NV",4167549,5803,10823
"Remington","VA",55139,12,19
"Renaissance Power Plant","MI",69610,0,22
"Rensselaer City Light Plant","IN",158,0,3
"Rensselaer Cogen","NY",22128,1,8
"Rex Brown","MS",193101,1,517
"Reynolds","IL",29,"--","--"
"Rhinelander Mill","WI",248517,2075,557
"Rhode Island State Energy Center","RI",543483,3,63
"Rice University","TX",24924,0,67
"Richard Gorsuch","OH",1610174,39190,2674
"Richard M Flynn","NY",403271,63,159
"Richland","OH",46338,0,32
"Richmond","IN",3219,1,4
"Richmond Cogen","CA",588545,1138,2607
"Richmond Generating Station","PA",4163,5,3
"Richmond Refinery TG800","CA","--",1,159
"Ridgeview","WI","--",0,272
"Ridgewood Providence Power","RI","--",1,1250
"Ridgewood/Byron Power Partners","CA",9420,0,223
"Rifle Generating Station","CO",58037,0,170
"Rincon Facility","CA",14035,0,39
"Rio Bravo","NM",7351,0,3
"Rio Bravo Fresno","CA",4563,2,104
"Rio Bravo Jasmin","CA",343400,723,166
"Rio Bravo Poso","CA",331158,704,161
"Rio Bravo Rocklin","CA",3316,2,97
"Rio Grande","NM",482221,2,899
"Rio Nogales Power Project","TX",509424,3,274
"Rio Pecos","TX",59040,0,57
"Rio Pinar","FL",3696,5,20
"River Hills","IA",210,0,1
"River Road Gen Plant","WA",529772,3,54
"River Rouge","MI",2386937,14047,4225
"River Valley","OK",2064273,4707,1794
"Riverbend","NC",2471111,20122,4997
"Riverdale Mills","MA",1105,0,25
"Riverside","GA",99,"--","--"
"Riverside","IA",805753,1998,1010
"Riverside (MD)","MD",15944,0,26
"Riverside (MN)","MN",2475966,13309,12106
"Riverside (OK)","OK",1084939,5,1966
"Riverside Generating LLC","KY",5555,0,6
"Riverside Manufacturing","GA",4,"--","--"
"Riverton","KS",494664,2995,1125
"Riverview","TX",442,0,1
"Riverview Energy Systems","MI","--",0,109
"Riverwood International Macon Mill","GA",203838,2979,1175
"Riveside Resource Recovery LLC","IL","--",0,74
"Riviera","FL",1815641,9946,4257
"Roanoke Valley Energy Facility I","NC",1202170,551,835
"Roanoke Valley Energy Facility II","NC",384337,174,214
"Robert A Reid","KY",436498,8700,1067
"Robert E Ritchie","AR",15976,0,27
"Robert P Mone Plant","OH",48238,0,16
"Robins","GA",7545,12,7
"Robstown","TX",1851,0,41
"Roche Vitamins","NJ",220512,1,76
"Rochester 3","NY",1751,2,10
"Rochester 7","NY",1553908,24385,2535
"Rochester 9","NY",4427,0,12
"Rock Lake CT","MN",353,1,2
"Rock Rapids","IA",52,0,1
"Rock River","WI",209142,10,588
"Rock Tenn Dallas Mill","TX",64710,0,154
"Rock-Tenn Mill","AL",131518,2005,582
"RockGen Energy Center","WI",129603,4,40
"Rockford Electric","IL","--",0,99
"Rockingham County CT Station","NC",25876,6,23
"Rockport","IN",16886604,48590,32125
"Rockport (MO)","MO",23,0,0
"Rockwood","CA",8333,0,24
"Rocky Ford","CO",1279,2,26
"Rocky River (SC)","SC",13,"--","--"
"Rocky Road Power LLC","IL",12795,0,8
"Rokeby","NE",24808,0,26
"Rolling Hills Generating","OH",2415,0,4
"Rolls Royce","IN",2564,0,43
"Roosevelt Biogas 1","WA","--",0,502
"Rosemary Power Station","NC",89422,46,369
"Roseton Generating Facility","NY",2621347,17128,3941
"Roseville","CA",7650,0,21
"Rowan","NC",105595,12,60
"Rowan University","NJ",5642,0,14
"Rowesville Rd Plant","SC",1460,0,4
"Roxana Resource Recovery","IL","--",0,266
"Roxboro","NC",13922359,94291,20490
"Rumford Cogeneration","ME",510524,309,742
"Rumford Power LLC","ME",578011,3,59
"Rupert Cogen Project","ID",43750,0,110
"Rush Island","MO",8089268,22674,3432
"Russell Downtown","KS",38702,5,878
"Russell Energy Center","KS",10628,0,29
"Ruston","LA",1184,0,3
"Rutgers Biomedical and Health Cogen","NJ",62240,4,176
"Rutland","VT",972,1,5
"Ryegate Power Station","VT","--",33,115
"S A Carlson","NY",265985,3371,563
"S D Warren Muskegon","MI",436845,653,457
"S D Warren Westbrook","ME",256148,1239,1035
"S O Purdom","FL",629359,4,174
"S W Bailey","AK",713,1,14
"S&L Cogeneration","TX",228422,1,640
"SCA Cogen 2","CA",349732,2,49
"SDS Lumber Gorge Energy Division","WA","--",5,44
"SEGS III","CA",17334,0,29
"SEGS IV","CA",17847,0,29
"SEGS IX","CA",32884,0,54
"SEGS V","CA",18010,0,30
"SEGS VI","CA",16205,0,23
"SEGS VII","CA",14826,0,21
"SEGS VIII","CA",33879,0,55
"SEMASS Resource Recovery","MA",430340,42,2434
"SJ/SC WPCP","CA",29025,0,673
"SPA Cogen 3","CA",500727,3,47
"SPFT - Newberg Cogen","OR",110120,1,309
"SRI International Cogen Project","CA",26541,0,73
"Sabetha Power Plant","KS",2192,0,50
"Sabine","TX",3058958,15,2538
"Sabine Cogen","TX",462923,2,54
"Sabine River Works","TX",512523,2,1342
"Sabrooke","IL",25734,0,72
"Saguaro","AZ","--",62,105
"Saguaro Combustion Turbine 3","AZ",18673,0,51
"Saguaro Power","NV",384116,2,1082
"Saint Agnes Medical Center","CA",16267,0,46
"Saint Johns Health Center","CA",225,0,1
"Saint Marys Hospital Power Plant","MN",46951,2,125
"Salem Energy Systems LLC","NC","--",0,59
"Salem Harbor","MA",2292251,10286,3003
"Salinas","CA","--",0,40
"Salinas River Cogeneration","CA",202763,1,551
"Salisbury City of","MO",16,"--","--"
"Salk Institute","CA",5632,0,132
"Salmon Diesel","ID",89,0,2
"Salton Sea Power Gen Co - Unit 2","CA",3036,"--","--"
"Salton Sea Power Gen Co - Unit 3","CA",7189,"--","--"
"Salton Sea Power Gen Co - Unit 4","CA",7013,"--","--"
"Salton Sea Power Gen Co Unit 1","CA",1752,"--","--"
"Salton Sea Power LLC - Unit 5","CA",6157,"--","--"
"Sam Bertron","TX","--",34,489
"Sam Bertron","TX",461997,0,1
"Sam Rayburn","TX",67672,0,4
"San Angelo","TX",111895,11,168
"San Antonio Regional Hospital","CA",11098,0,262
"San Diego State University","CA",41232,0,116
"San Jacinto Steam Electric Station","TX",868570,5,225
"San Joaquin Cogen","CA",5497,0,15
"San Jose Cogeneration","CA",30347,0,83
"San Jose Convention Center","CA",3876,0,87
"San Juan","NM",12111402,13201,23136
"San Juan Basin Gas Plant","NM",54614,0,153
"San Miguel","TX",3118430,8796,4036
"Sand Hill","TX",77133,0,42
"Sandow No 4","TX",5131387,24925,4753
"Sandow No 5","TX",3028779,55323,4164
"Sanford","FL",3560615,1867,1488
"Santa Clara","CA",1464,0,45
"Santa Clara Cogen","CA",46056,0,127
"Santa Maria Cogen Plant","CA",11768,0,30
"Santa Rosa Energy Center","FL",53985,0,5
"Santan","AZ",361631,2,848
"Sappi Cloquet Mill","MN",17129,2379,757
"Saranac Facility","NY",887312,5,224
"Sargent","NE",52,0,1
"Sargent Canyon Cogeneration","CA",204928,1,557
"Sarpy County","NE",78949,3,44
"Sartell Dam","MN",198919,948,422
"Sauder Power Plant","OH",164,7,58
"Savannah Resource Recovery Facility","GA",58319,98,289
"Savannah River Mill","GA",969699,31814,3326
"Sayreville","NJ",56425,12,57
"Sayreville Cogeneration Facility","NJ",944118,5,670
"Scattergood","CA",1175730,15,49
"Scherer","GA",19674543,76150,17407
"Schiller","NH",1108810,6037,1630
"Scholz","FL",428499,2926,1290
"Schuylkill Generating Station","PA",40527,113,43
"Scrubgrass Generating Plant","PA",779047,2286,567
"Seaford","DE",4530,6,90
"Seaford Delaware Plant","DE",53551,2116,268
"Second Imperial Geothermal","CA",8517,"--","--"
"Security","TX","--",0,157
"Selawik","AK",1483,2,31
"Seldovia","AK",265,0,5
"Selkirk Cogen","NY",1274402,6,398
"Seminole","OK",1830692,98,3461
"Seminole (FL)","FL",9283144,24820,19931
"Seminole Mill","FL",71147,0,8
"Seneca Energy","NY","--",1,1044
"Settlers Hill Gas Recovery","IL","--",0,84
"Seward (PA)","PA",753301,8339,1327
"Sewell Creek Energy","GA",4529,0,2
"Shady Hills Generating Station","FL",395687,31,181
"Sharon Spring","KS",322,0,7
"Sharpe","KS",4457,6,87
"Shawnee","KY",9008280,32217,18074
"Shawnee (PA)","PA",768,1,4
"Shawville","PA",3287570,39365,6521
"Sheepskin","WI",904,0,3
"Shelbina Power #1","MO",122,0,2
"Shelbina Power #2","MO",106,0,2
"Shelbina Power #3","MO",85,0,2
"Shelby Municipal Light Plant","OH",166609,4360,389
"Shelby North","OH",351,0,7
"Shelby South","OH",351,0,7
"Shelby, Toms Street","NC",401,1,8
"Sheldon","NE",1436278,4063,6779
"Shell Deer Park","TX",1104246,9,4110
"Shenandoah","IA",867,1,17
"Sherburne County","MN",15681918,24273,24158
"Sherman Avenue","NJ",20968,1,20
"Sherman Hospital","IL",70,0,2
"Sherwood H Smith Jr Energy Complex","NC",499888,10,108
"Shipman","HI",12007,125,23
"Shiras","MI",417797,235,211
"Shishmaref","AK",732,1,15
"Shoemaker","NY",2968,0,13
"Shoreham","NY",9993,14,55
"Shoreham Energy LLC","NY",26798,4,4
"Short Mountain","OR","--",0,448
"Shrewsbury","MA",409,1,8
"Sibley","MO",3149222,11350,11114
"Sibley No Two","IA",8,"--","--"
"Sibley One","IA",355,0,7
"Sidney (NE)","NE",327,0,8
"Sidney (OH)","OH",49,0,1
"Sierra Pacific Aberdeen","WA","--",9,58
"Sierra Pacific Burney Facility","CA","--",19,171
"Sierra Pacific Lincoln Facility","CA","--",17,122
"Sierra Pacific Loyalton Facility","CA","--",12,75
"Sierra Pacific Quincy Facility","CA","--",31,236
"Sierra Pacific Sonora","CA","--",10,87
"Sierra Pacific Susanville","CA","--",17,147
"Sierra Power","CA","--",9,82
"Signal Hill Generating LLC","TX",51934,0,144
"Sikeston Power Station","MO",1865988,5654,2073
"Silas Ray","TX",62006,0,28
"Silver Bay Power","MN",864312,2027,1698
"Silver Creek","MS",723,0,2
"Silver Lake","MN",390804,1736,484
"Sim Gideon","TX",662666,8,764
"Sinclair Oil Refinery","WY",5923,17,14
"Sioux","MO",5881948,44800,10943
"Sithe Independence Station","NY",1112808,6,168
"Sixth Street","IA",284963,1457,1098
"Sixth Street Gas Turbine","MI",15,"--","--"
"Skagway","AK",129,0,3
"Sleepy Eye","MN",250,0,5
"Slocum","MI",315,0,6
"Smarr Energy Center","GA",950,"--","--"
"Smart Papers LLC","OH",252115,1263,281
"Smith Island","MD",154,0,3
"Smithfield Farmland Corp Bladen","NC",953,1,19
"Smithfield Packaged Meats Corp.","NC",1053,1,21
"Smithtown Energy Partners LP","NY","--",0,74
"Smurfit Newsprint","CA",110056,1,299
"Snake River","AK",19335,27,382
"Snider Industries","TX","--",9,83
"Snowbird Power Plant","UT",8055,0,207
"Soda Lake Geothermal No I II","NV",1887,"--","--"
"Solano County Cogen Plant","CA",4838,0,104
"Solo Cup Co","MD",12268,0,284
"Solway CT","MN",9714,0,9
"Somerset Operating Co LLC","NY",4724558,5146,4583
"Somerset Plant","ME",376606,4317,1421
"Somerset Station","MA",527827,2881,878
"Sonoco Products","PA",78678,1086,426
"Sonoma California Geothermal","CA",7508,"--","--"
"Sonoma Central Landfill Phase I","CA","--",0,334
"Sonoma Central Landfill Phase II","CA","--",0,334
"Sooner","OK",7226363,17872,11418
"South Barrington Electric","IL","--",0,168
"South Belridge Cogeneration Facility","CA",280502,1,797
"South Cairo","NY",2375,4,14
"South District Wastewater Treatment Plt","FL","--",0,92
"South Fond Du Lac","WI",57047,1,69
"South Generation","MN",259,0,5
"South Glens Falls Energy LLC","NY",52185,3,49
