"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2005&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:19:44 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Rochester 7","NY",1044386,13935,1650
"Rochester 9","NY",1730,0,5
"Rock Lake CT","MN",526,"--","--"
"Rock Rapids","IA",22,"--","--"
"Rock River","WI",122915,6,297
"Rock-Tenn Mill","AL",990084,2168,530
"RockGen Energy Center","WI",191034,1,49
"RockTenn Coshocton Mill","OH",20674,125,554
"Rockford","IA",45,0,1
"Rockford Electric","IL","--",0,96
"Rockingham County CT Station","NC",34122,1,16
"Rockport","IN",16738742,60968,19165
"Rockport (MO)","MO",41,"--","--"
"Rockwood","CA",3343,0,10
"Rocky Ford","CO",1627,2,25
"Rocky Mountain Energy Center","CO",1259573,7,84
"Rocky River (SC)","SC",13,"--","--"
"Rocky Road Power LLC","IL",8436,0,6
"Rokeby","NE",19496,0,16
"Rolling Hills Generating","OH",14944,0,7
"Rolls Royce","IN",648,0,56
"Roosevelt Biogas 1","WA","--",0,659
"Rosemary Power Station","NC","--",3,15
"Rosemary Power Station","NC",54672,2,65
"Roseton Generating Facility","NY",2849278,16375,3568
"Roseville","CA",1132,0,5
"Rousselot Inc","MA",89339,66,45
"Rowan","NC",221727,6,186
"Rowan University","NJ",9121,0,21
"Rowesville Rd Plant","SC",179,0,1
"Roxana Resource Recovery","IL","--",0,305
"Roxboro","NC",13841871,92030,17735
"Rumford Cogeneration","ME",543357,396,684
"Rumford Power LLC","ME",383286,2,49
"Rupert Cogen Project","ID",47144,0,74
"Rush Island","MO",8669038,25751,3692
"Russell Downtown","KS",1986,0,5
"Russell Energy Center","KS",39876,0,115
"Ruston","LA",39,"--","--"
"Rutgers Biomedical and Health Cogen","NJ",45878,2,187
"Rutland","VT",842,1,5
"Ryegate Power Station","VT","--",33,115
"S A Carlson","NY",194808,3085,431
"S D Warren Muskegon","MI",383459,460,395
"S D Warren Westbrook","ME",274245,1580,1091
"S O Purdom","FL",627820,3,177
"S W Bailey","AK",744,"--","--"
"S&L Cogeneration","TX",188352,1,475
"SCA Cogen 2","CA",392008,2,50
"SDS Lumber Gorge Energy Division","WA","--",6,49
"SEGS III","CA",3478,0,6
"SEGS IV","CA",3485,0,6
"SEGS IX","CA",12823,0,21
"SEGS V","CA",2592,0,4
"SEGS VI","CA",5103,0,7
"SEGS VII","CA",6217,0,9
"SEGS VIII","CA",13339,0,22
"SEMASS Resource Recovery","MA",446268,42,2432
"SJ/SC WPCP","CA",18761,"--","--"
"SPA Cogen 3","CA",469800,2,38
"SPFT - Newberg Cogen","OR",301121,2,869
"SRI International Cogen Project","CA",24409,0,71
"SRW Cogen LP","TX",1117415,6,160
"Sabetha Power Plant","KS",2904,0,48
"Sabine","TX",3096753,16,2956
"Sabine Cogen","TX",405734,2,42
"Sabine River Works","TX",345156,176,1173
"Sagamore Plant Cogeneration","IN",142331,596,230
"Saguaro","AZ",36684,0,44
"Saguaro Power","NV",320680,2,955
"Saint Agnes Medical Center","CA",236,0,48
"Saint Marys Hospital Power Plant","MN",43583,1,125
"Salem Energy Systems LLC","NC","--",0,63
"Salem Harbor","MA",2626925,9611,2524
"Salem Street Dept","VA",82,"--","--"
"Salem Water Plant","VA",83,"--","--"
"Salinas","CA","--",0,154
"Salinas River Cogeneration","CA",208675,1,290
"Salmon Diesel","ID",6,0,2
"Salton Sea Power Gen Co - Unit 2","CA",3250,"--","--"
"Salton Sea Power Gen Co - Unit 3","CA",10449,"--","--"
"Salton Sea Power Gen Co - Unit 4","CA",8927,"--","--"
"Salton Sea Power Gen Co Unit 1","CA",2030,"--","--"
"Salton Sea Power LLC - Unit 5","CA",9315,"--","--"
"Sam Bertron","TX",263122,1,342
"Sam Rayburn","TX",240207,1,35
"San Antonio Regional Hospital","CA",9198,0,243
"San Diego State University","CA",53866,0,123
"San Jacinto Steam Electric Station","TX",817904,4,177
"San Joaquin Cogen","CA",8900,"--","--"
"San Jose Cogeneration","CA",23410,0,43
"San Juan","NM",13239723,15032,24321
"San Marcos Energy LLC","CA","--",0,22
"San Miguel","TX",3378409,11316,3334
"Sand Hill","TX",820542,4,206
"Sandow No 4","TX",4775068,23559,4332
"Sandow No 5","TX",2927361,54661,4094
"Sanford","FL",5229485,1054,1631
"Santa Clara","CA","--",0,38
"Santa Clara Cogen","CA",42471,0,118
"Santa Maria Cogen Plant","CA","--",0,14
"Santa Maria EPG","CA","--",0,25
"Santa Rosa Energy Center","FL",500,"--","--"
"Santan","AZ",829625,4,89
"Sappi Cloquet Mill","MN",81295,2549,744
"Saranac Facility","NY",913625,5,208
"Sargent","NE",57,"--","--"
"Sargent Canyon Cogeneration","CA",193376,1,286
"Sarpy County","NE",84430,1,49
"Sartell Dam","MN",187828,50,424
"Sauder Power Plant","OH",295,6,59
"Savannah Resource Recovery Facility","GA",62644,"--","--"
"Savannah River Mill","GA",1029584,29560,3286
"Sayreville","NJ",10656,0,7
"Sayreville Cogeneration Facility","NJ",222716,1,184
"Scattergood","CA",555326,11,18
"Scherer","GA",24026207,75202,16471
"Schiller","NH",1195244,7053,1590
"Scholz","FL",423059,4414,1210
"Schuylkill Generating Station","PA",133498,325,163
"Scrubgrass Generating Plant","PA",832086,2063,467
"Seadrift Coke LP","TX",561909,1107,116
"Seaford","DE",2905,2,28
"Seaford Delaware Plant","DE",297075,3527,354
"Second Imperial Geothermal","CA",7390,"--","--"
"Security","TX","--",0,289
"Sediver","SC",28,"--","--"
"Selawik","AK",1964,3,38
"Seldovia","AK",192,0,5
"Selkirk Cogen","NY",1136542,6,291
"Seminole","OK",1875573,10,3570
"Seminole (FL)","FL",9323738,28521,21442
"Seminole Mill","FL",27437,0,11
"Seneca Energy","NY","--",1,1181
"Settlers Hill Gas Recovery","IL","--",0,108
"Seven Mile Creek LFG","WI","--",0,165
"Seville","OH",130,0,2
"Seward (AK)","AK",124,0,4
"Seward (PA)","PA",2867560,6912,1312
"Sewell Creek Energy","GA",43052,0,27
"Shady Hills Generating Station","FL",205785,7,80
"Sharon Spring","KS",81,0,2
"Sharpe","KS",250,"--","--"
"Shawnee","KY",9244829,32869,17580
"Shawnee (PA)","PA",424,0,1
"Shawville","PA",3281482,42617,6246
"Sheboygan Falls","WI",68036,0,190
"Sheepskin","WI",686,0,2
"Shelbina Power #1","MO",3,"--","--"
"Shelbina Power #2","MO",304,"--","--"
"Shelbina Power #3","MO",13,"--","--"
"Shelby Municipal Light Plant","OH",126116,3260,295
"Shelby North","OH",56,"--","--"
"Shelby, NC","NC",19,"--","--"
"Shelby, Toms Street","NC",100,0,4
"Sheldon","NE",1719843,4425,8346
"Shell Chemical","LA",440504,"--","--"
"Shell Deer Park","TX",801625,5,2494
"Shenandoah","IA",348,4,52
"Shenango Neville Island Coke Works","PA","--",4,75
"Shepherd Center","GA",19,"--","--"
"Sherburne County","MN",14616504,20718,20586
"Sherman Avenue","NJ",41675,1,27
"Sherman Hospital","IL",47,0,1
"Sherwood H Smith Jr Energy Complex","NC",967844,7,161
"Shipman","HI",12124,114,22
"Shiras","MI",386897,205,249
"Shishmaref","AK",1179,2,26
"Shoemaker","NY",2441,0,7
"Shoreham","NY",4918,7,27
"Shoreham Energy LLC","NY",27410,7,5
"Short Mountain","OR","--",0,388
"Shrewsbury","MA",451,6,81
"Shute Creek Facility","WY",175576,"--","--"
"Sibley","MO",2961220,12515,8256
"Sibley No Two","IA",736,0,1
"Sibley One","IA",157,0,12
"Sidney (NE)","NE",262,0,4
"Sidney (OH)","OH",83,"--","--"
"Sierra Pacific Aberdeen","WA","--",0,109
"Sierra Pacific Anderson Facility","CA","--",6,52
"Sierra Pacific Burney Facility","CA","--",19,163
"Sierra Pacific Lincoln Facility","CA","--",15,90
"Sierra Pacific Loyalton Facility","CA","--",13,78
"Sierra Pacific Quincy Facility","CA","--",29,223
"Sierra Pacific Sonora","CA","--",6,51
"Sierra Power","CA","--",5,47
"Signal Hill Generating LLC","TX",64151,0,31
"Sikeston Power Station","MO",2192164,6863,2438
"Silas Ray","TX",96772,0,29
"Silver Bay Power","MN",888128,2161,1751
"Silver Creek","MS",7855,0,2
"Silver Lake","MN",344283,1429,395
"Silverhawk","NV",1059840,5,86
"Sim Gideon","TX",499883,3,388
"Simplot Leasing Don Plant","ID",154288,0,181
"Simplot Phosphates","WY","--",0,10
"Sinclair Oil Refinery","WY",131189,194,294
"Sioux","MO",6399901,46504,7690
"Sithe Independence Station","NY",1162384,6,180
"Sixth Street","IA",302125,1376,719
"Sixth Street Gas Turbine","MI",10,"--","--"
"Skagway","AK",140,0,4
"Sleepy Eye","MN",184,"--","--"
"Slocum","MI",299,"--","--"
"Sloss Industries Corp","AL",1457,1,310
"Smarr Energy Center","GA",1015,"--","--"
"Smart Papers LLC","OH",232535,1289,341
"Smith Island","MD",284,0,2
"Smith Street","FL",302,1,13
"Smithfield","NC",203,0,3
"Smithfield Farmland Corp Bladen","NC",621,1,10
"Smithfield Packaged Meats Corp.","NC",239,0,2
"Smithtown Energy Partners LP","NY","--",0,29
"Smurfit Newsprint","CA",103439,1,298
"Snake River","AK",19183,27,397
"Snider Industries","TX","--",3,27
"Snowbird Power Plant","UT",10391,0,235
"Soda Lake Geothermal No I II","NV",1740,"--","--"
"Solano County Cogen Plant","CA",5219,0,46
"Solo Cup Co","MD",22960,0,313
"Solway CT","MN",17606,0,15
"Somerset Operating Co LLC","NY",4764854,2840,3027
"Somerset Plant","ME",360358,3991,1441
"Somerset Station","MA",747584,3921,849
"Sonoco Products","PA",12935,172,68
"Sonoma California Geothermal","CA",9662,"--","--"
"Sonoma Central Landfill Phase I","CA","--",0,309
"Sonoma Central Landfill Phase II","CA","--",0,314
"Sooner","OK",7220868,16829,12731
"South Barrington Electric","IL","--",0,191
"South Belridge Cogeneration Facility","CA",236352,1,378
"South Cairo","NY",168,0,1
"South District Wastewater Treatment Plt","FL","--",0,317
"South Fond Du Lac","WI",137823,1,85
"South Generation","MN",461,0,2
"South Georgia Medical Center","GA",1,0,2
"South Glens Falls Energy LLC","NY",42930,0,12
"South Hampton","NY",825,1,4
"South Main Street","IL",70,0,1
"South Meadow","CT","--",0,17
"South Meadow","CT",5343,"--","--"
"South Norwalk Electric","CT",8,"--","--"
"South Oak Creek","WI",6306907,11705,4208
"South Oaks Hospital","NY",4330,1,25
"South Plant","IA",436,0,2
"South Point Energy Center","AZ",591634,3,71
"South Strawberry","IA",135,"--","--"
"South West Landfill","FL","--",0,60
"Southampton Power Station","VA",407892,134,866
"Southbridge Energy Center LLC","MA",12817,0,239
"Southeast Chicago Energy Project","IL",3814,0,8
"Southeast Kern River Cogen","CA",98604,1,410
"Southeast Missouri State University","MO",47950,871,307
"Southeast Resource Recovery","CA",172671,18,771
"Southern Minnesota Beet Sugar","MN",258439,"--","--"
"Southold","NY",1696,2,9
"Southside Water Reclamation Plant","NM",7589,"--","--"
"Southwark","PA",3364,0,1
"Southwest Texas State University","TX",31522,1,736
"Southwestern","OK",448069,3,2157
"Southwestern Bell Telephone","MO",10,"--","--"
"Sowega Power","GA",2076,0,2
"Spadra Landfill Gas to Energy","CA","--",1,41
"Spalding","NE",29,"--","--"
"Spartanburg Water System","SC",24,"--","--"
"Specialty Minerals","MA","--",1,27
"Spencer","TX",112088,1,37
"Spencer Gas Turbine","IA",392,1,4
"Spirit Mound","SD",174,4,15
"Spokane Waste to Energy","WA",120087,11,440
"Spring Creek Energy Center","OK",15249,0,18
"Spring Valley","MN",102,0,2
"Springdale 1 & 2","PA",59019,0,39
"Springerville","AZ",5575086,8963,5474
"Springfield (MN)","MN",166,0,1
"Springfield Power LLC","NH","--",24,136
"Springs Generating Station","CA",1489,0,3
"Spruance Operating Services LLC","VA",2178968,683,1236
"St Albans","VT",84,0,1
"St Bonifacius","MN",2369,4,15
"St Clair","MI",7540608,36504,9928
"St Cloud","FL",103,0,5
"St Francis","KS",1,"--","--"
"St Francis Energy Facility","MO",274725,1,49
"St Francisville Mill","LA","--",1461,200
"St George Red Rock","UT","--",0,7
"St James","MN",52,"--","--"
"St John","KS",17,"--","--"
"St Johns River Power Park","FL",8277084,18131,16779
"St Josephs Hospital","FL",1184,0,21
"St Louis","MI",20,"--","--"
"St Marys","OH",67255,1519,156
"St Marys IC","AK",2251,3,43
"St Nicholas Cogen Project","PA",899581,667,241
"St Vincents Medical Center","FL",576,0,1
"St. Charles Power Plant","MN",175,"--","--"
"Stafford","KS",9,"--","--"
"Stallings","IL",3521,"--","--"
"Standby Generation Plant","FL","--",0,1
"Stanton","ND",1467882,2454,1967
"Stanton Energy Center","FL",5939992,8018,9276
"Starrett City Cogen Facility","NY",126469,254,388
"Starwood Hotels Resorts","AZ","--",0,5
"State Center","IA",63,0,8
"State Farm","IL",576,1,19
"State Farm Insur Support Center Central","TX",121,0,1
"State Farm Support Center East","GA",95,0,1
"State Line Combined Cycle","MO",749835,4,93
"State Line Energy","IN",2740699,7212,6212
"State St Generating","MI",613,1,11
"State-Fuel Level Increment","--",674401,157,1948
"State-Fuel Level Increment","--",21,0,1
"State-Fuel Level Increment","--",2948474,20360,12135
"State-Fuel Level Increment","--",78,0,2
"State-Fuel Level Increment","--",58518,0,662
"State-Fuel Level Increment","--",95988,138,2128
"State-Fuel Level Increment","--",358604,4500,778
"Statesville, Highway 64","NC",95,0,4
"Station H","MO",1285,0,1
"Station I","MO",2210,0,0
"Steamboat 1","NV",724,"--","--"
"Steamboat 1A Power Plant","NV",412,"--","--"
"Steamboat Hills LP","NV",1652,"--","--"
"Steamboat II","NV",2805,"--","--"
"Steamboat III","NV",2882,"--","--"
"Sterling","KS",382,0,1
"Sterling Avenue","IL",2942,0,2
"Sterling Power Plant","NY",25457,0,24
"Sterlington","LA",199772,1,446
"Stevens Point Mill","WI",82576,0,13
"Stillwater Facility","NV",1555,"--","--"
"Stillwater Water Treatment Plant","OK",61,0,1
"Stingray Facility","LA",7857,0,17
"Stock Island","FL",14779,21,107
"Stockton","KS",263,"--","--"
"Stockton Biomass","CA",363992,158,206
"Stockton Cogen","CA",565094,42,302
"Stone Container Missoula Mill","MT",118429,1562,796
"Stone Container Ontonagon Mill","MI",272453,2668,205
"Stony Brook","MA",126246,122,158
"Stony Brook Cogen Plant","NY",184512,5,131
"Story City","IA",121,1,17
"Stowe Power Production Plant","PA","--",0,108
"Straits","MI",2212,0,4
"Streator Energy Partners LLC","IL","--",0,101
"Streeter Station","IA",196538,1296,572
"Stryker","OH",125,"--","--"
"Stryker Creek","TX",362693,73,221
"Stuart (IA)","IA",52,0,2
"Stuart (NE)","NE",127,0,3
"Sturgis City Diesel Plant","MI",239,0,3
"Sub 2 Generating Station","MO",177,0,1
"Sub 3 Generating Station","MO",308,0,1
"Suffolk Energy Partners LP","VA","--",0,428
"Sugar Creek Power","IN",199223,1,53
"Sullivan (IL)","IL",2047,"--","--"
"Sumas Power Plant","WA",455827,2,1227
"Summit Lake","IA",21469,2,55
"Sumner","IA",21,0,1
"Sumpter","MI",86615,"--","--"
"Sumpter","MI","--",0,19
"Sumpter Energy Associates","MI","--",1,1208
"Sun Peak Generating Station","NV",43240,0,116
"Sun Trust Plaza","GA",21,"--","--"
"Sunbury Generation LP","PA",2077006,25164,2628
"Sundance","AZ",30311,0,14
"Sundance","AZ",3101,0,1
"Sunnyside Cogen Associates","UT",480988,612,638
"Sunnyside Cogen Partners","CA",9537,0,234
"Sunoco Eagle Point Refinery","NJ","--",3,65
"Sunray 2","CA",2120,0,3
"Sunray 3","CA",9948,0,16
"Sunrise","NV",4303,0,86
"Sunrise Power LLC","CA",1287141,7,67
"Superior","MI",376,"--","--"
"Sutherland","IA",1006131,3225,2697
"Sutherland IC","NE",151,0,2
"Sutter Energy Center","CA",957859,5,74
"Suwannee River","FL",434374,2743,783
"Suwannee River Chemical Complex","FL","--",0,47
"Sweatt","MS",7333,0,6
"Sweeny Cogen Facility","TX",1704421,11,790
"Swift Creek Chemical Complex","FL","--",0,8
"Sycamore (IA)","IA",4744,0,38
"Sycamore (WI)","WI",3405,0,21
"Sycamore Cogeneration","CA",1757182,9,4779
"Sycamore Energy 1","CA","--",0,25
"Syl Laskin","MN",864699,1670,2336
"Sylvarena","MS",59498,1,79
"Syracuse # 2","NE",52,"--","--"
"Syracuse Energy","NY",415872,2184,674
"T B Simon Power Plant","MI",593951,3047,311
"T H Wharton","TX",812149,4,2252
"TES Filer City Station","MI",520504,263,1064
"THUMS","CA",181088,1,281
"TMC LLC","FL","--",1,13
"TVA Southaven Combined Cycle","MS",623212,3,112
"TXI Riverside Cement Power House","CA",549636,8064,960
"TXU Sweetwater Generating Plant","TX",157191,"--","--"
"TXU Sweetwater Generating Plant","TX","--",1,145
"Taconite Harbor Energy Center","MN",1521463,4749,2959
"Taft 26C Cogen","CA",99003,0,138
"Taft Cogeneration Facility","LA",1507417,8,416
"Tait Electric Generating Station","OH",16828,0,5
"Tajiguas Plant","CA","--",0,206
"Talbot County Energy","GA",39566,2,15
"TalenEnergy Martin Creek LLC Allentown","PA",3637,1,11
"TalenEnergy Martins Creek","PA",2969615,17312,6103
"TalenEnergy Martins Creek LLC Fishbach","PA",323,0,2
"TalenEnergy Martins Creek LLC Harrisburg","PA",6086,5,28
"TalenEnergy Martins Creek LLC Harwood","PA",970,1,3
"TalenEnergy Martins Creek LLC Jenkins","PA",1094,1,4
"TalenEnergy Martins Creek LLC Lock Haven","PA",324,0,1
"TalenEnergy Martins Creek LLC West Shore","PA",1699,1,4
"TalenEnergy Martins Creek LLC Williamsport","PA",1112,1,2
"TalenEnergy Montour","PA",9213346,115754,11712
"Tamarack Energy Partnership","ID","--",12,108
"Tangier","VA",312,0,2
"Tanner Street Generation","MA","--",1,3
"Tanners Creek","IN",4766517,42215,7222
"Tasley","VA",2941,2,8
"Tate & Lyle Decatur Plant Cogen","IL",758134,11705,279
"Taylor Energy Partners LP","PA","--",0,82
"Tazewell Gas Recovery","IL","--",0,229
"Teche","LA",569755,17,929
"Tecumseh","NE",230,"--","--"
"Tecumseh Energy Center","KS",1511679,4739,3043
"Telogia Power","FL","--",16,141
"Tenaska Central Alabama Generating Stn","AL",129388,1,21
"Tenaska Frontier Generation Station","TX",1774854,9,520
"Tenaska Gateway Generating Station","TX",1625905,20,390
"Tenaska Georgia Generation Facility","GA",11656,1,14
"Tenaska Lindsay Hill Generating Station","AL",226948,2,34
"Tenaska Virginia Generating Station","VA",443232,2,49
"Tenet Hospital","TX",17,"--","--"
"Tennessee Eastman Operations","TN",3901214,17075,2477
"Terra-Gen Dixie Valley","NV",13399,"--","--"
"Terry Bundy Generating Station","NE",86034,0,35
"Tesoro Hawaii","HI",153899,149,781
"Tesoro Kenai Cogeneration Plant","AK",57096,0,136
"Tesoro Mandan Cogeneration Plant","ND",28575,39,329
"Tesoro Wilmington Calciner","CA",367251,10679,1137
"Texas City Plant Union Carbide","TX",31967,0,112
"Texas City Power Plant","TX",1000792,6,2819
"Texas Petrochemicals","TX",565692,5,1827
"The Mosaic Company, Plant City Facility","FL",366,0,105
"Theodore Cogen Facility","AL",573434,3,37
"Thermal Energy Development Part LP","CA",820,1,128
"Thermal Kem","SC",48,0,1
"Thermo Greeley","CO",97792,0,265
"Thermo Power & Electric","CO",43889,0,137
"Thetford","MI",30621,0,70
"Thief River Falls","MN",66,0,0
"Thiele Kaolin Reedy Creek","GA",1037,0,1
"Thiele Kaolin Sandersville","GA",213,0,1
"Thomas A Smith Energy Facility","GA",488178,2,59
"Thomas C Ferguson","TX",439538,2,751
"Thomas Fitzhugh","AR",98431,12,69
"Thomas Hill","MO",7851639,15647,14943
"Thomson Reuters Campus Bldg A-D","MN",443,1,9
"Thorne Bay Plant","AK",29,"--","--"
"Thornridge High School","IL",1174,0,40
"Thornwood High School","IL",1504,0,46
"Ticona Polymers Inc","TX",192836,1,434
"Ticonderoga Mill","NY",313553,1286,468
"Tiger Bay","FL",371049,2,100
"Tillotson Rubber","NH",351,1,2
"Tilton","IL",67465,0,55
"Tipton","IA",64,0,8
"Titus","PA",1252267,13541,2059
"Tiverton Power Plant","RI",672210,3,49
"Togiak","AK",1929,3,43
"Tok","AK",8493,11,165
"Tolk","TX",7181053,18449,10028
"Tolna","PA",11779,0,46
"Tom G Smith","FL",18112,11,9
"Torrance Refining Company, LLC","CA",124413,0,192
"Torrington Terminal","CT",512,0,1
"Total Energy Facilities","CA",3595,1,335
"Tower","MI",784,1,3
"Toyon Power Station","CA","--",0,174
"Tracy","NV",422141,4,1431
"Tracy Combined Cycle Power Plant","CA",6409,0,10
"Tradinghouse","TX",295663,1,353
"Traer East","IA",64,0,5
"Traer Main","IA",49,0,8
"Traer South","IA",32,1,7
"Transalta Centralia Generation","WA",10875330,3044,15553
"Trenton Channel","MI",4378105,24891,5233
"Trenton North","MO",468,0,3
"Trenton South","MO",334,0,1
"Tri Center Naniwa Energy","NV",19826,0,6
"Tri Cities","AZ","--",0,177
"Trigen St. Louis","MO",15888,0,91
"Trimble County","KY",3806008,4751,3115
"Trinidad (CO)","CO",14,"--","--"
"Trinidad (TX)","TX",27438,40,55
"Tropicana Products Bradent","FL",131939,1,355
"Troy Energy LLC","OH",83310,6,37
"Truman","MN",78,0,1
"Tucumcari","NM",58,0,3
"Tulsa","OK",352004,2,1067
"Tunnel","CT",1716,0,4
"Turkey Point","FL",2210613,11755,5583
"Turnkey Landfill Gas Recovery","NH","--",1,473
"Tuscola Station","IL",374678,7931,354
"Twin Bridges LFGTE","IN","--",0,330
"Two Harbors","MN",49,0,1
"Ty Cooke","TX",68461,0,99
"Tyrone","KY",429146,2895,866
"U S Alliance Coosa Pines","AL",684681,7234,462
"UCLA So Campus Cogen Project","CA",160201,0,27
"UMCP CHP Plant","MD",127690,2,247
"US Agri-Chemicals Fort Meade","FL","--",0,37
"US Borax","CA",194240,1,580
"US DOE Savannah River Site (D Area)","SC",382909,4244,1016
"US Gypsum Oakfield","NY",37716,0,51
"UW Madison Charter Street Plant","WI",376300,2818,2032
"Ubly","MI",15,"--","--"
"Unalakleet","AK",3183,4,58
"Unalaska Power Module","AK",2100,2,26
"Unifi Kinston LLC","NC",119291,550,183
"Union Carbide Seadrift Cogen","TX",411724,2,903
"Union County Resource Recovery","NJ",215673,20,837
"Union Power Station","AR",1167146,6,219
"Unionville","MO",69,"--","--"
"Unionville City of","MO",333,"--","--"
"Unisea G 2","AK",21660,15,416
"United Cogen","CA",87281,1,242
"United Health Care","MN",8,"--","--"
"United Hospital","MN",52,"--","--"
"Univ New Mexico Cogen Plant","NM",286,0,12
"Univ of Calif Santa Cruz Cogeneration","CA",10582,0,245
"Univ of Massachusetts Medical Center","MA",76047,80,74
"Univ of NC Chapel Hill Cogen Facility","NC",294867,161,225
"Univ of Oregon Central Power Station","OR",19676,0,3
"Univ of San Francisco Cogen","CA",6562,0,124
"University Park North","IL",127547,1,86
"University Park South","IL",82506,0,107
"University of Alaska Fairbanks","AK",114996,246,322
"University of Arizona - Biosphere 2","AZ",16,0,1
"University of California","CA","--",0,43
"University of Colorado","CO",61906,0,175
"University of Florida","FL",192100,1,110
"University of Illinois Abbott Power Plt","IL",344282,223,1035
"University of Illinois Cogen Facility","IL",148651,1,1338
"University of Iowa Main Power Plant","IA",254217,1692,442
"University of Michigan","MI",220944,0,115
"University of Northern Iowa","IA",86759,2122,460
"University of Notre Dame","IN",212828,4090,533
"University of Oklahoma","OK",15423,0,109
"University of Tennessee Steam Plant","TN",6711,"--","--"
"University of Texas at Dallas","TX",27,0,1
"University of Texas at San Antonio","TX",3904,0,63
"University of Washington Power Plant","WA",83216,0,9
"Upper Rock Energy Partners LLC","IL","--",0,401
"Urquhart","SC",727713,5408,877
"Utility Plants Section","AK",325823,643,715
"V H Braunig","TX",592654,7,1006
"VMEA 1 Credit Gen","VA",2096,2,33
"VMEA Peaking Gen","VA",750,1,15
"Valdez","AK",2360,4,51
"Valdez Cogen","AK",21880,8,120
"Valencia","AZ",1529,1,7
"Valenite","SC",27,"--","--"
"Valero Energy Port Arthur Refinery","TX",645142,2,811
"Valero Refinery Cogeneration Unit 1","CA",12478,1,372
"Valero Refinery Corpus Christi East","TX",197149,1,552
"Valero Refinery Corpus Christi West","TX",212617,285,485
"Valero Refining Texas City","TX",51054,0,220
"Valero Refining Texas Houston","TX",143200,0,245
"Valley (CA)","CA",969022,5,65
"Valley (TX)","TX",1520,0,1
"Valley (WI)","WI",2203977,7695,3529
"Valley Road","NV",46,"--","--"
"Valmont","CO",1363562,797,2281
"Valmont Combustion Turbine Project","CO",2920,0,2
"Van Sant Station","DE",4782,2,5
"Vanderbilt University Power Plant","TN",128514,806,390
"Vandolah Power Station","FL",180054,20,105
"Velcro USA","NH",18589,1,55
"Venice","IL",99417,0,44
"Venice Resources Gas Recovery","MI","--",0,223
"Veolia Energy-OKC","OK",47,"--","--"
"Vergennes 9","VT",597,1,8
"Vermilion","IL",700020,10335,1365
"Vermillion Energy Facility","IN",72655,0,21
"Vernon Boulevard","NY",77242,0,6
"Vero Beach Municipal Power Plant","FL",33328,23,20
"Versailles Mill","CT",133700,407,322
"Versailles Peaking","OH",223,1,8
"Verso Paper Quinnesec Mich Mill","MI",23642,2145,586
"Vestaburg","MI",2497,0,10
"Viaduct","MO",190,"--","--"
"Vicinity Energy Trenton, L.P.","NJ",77667,28,480
"Victor J Daniel Jr","MS",7776262,26342,9926
"Victoria Texas Plant","TX",355767,2,1135
"Vienna Operations","MD",92671,1123,239
"Viking","AK",201,0,4
"Viking Energy of Lincoln","MI",34475,419,214
"Viking Energy of McBain","MI",28263,351,271
"Viking Energy of Northumberland","PA",3,31,221
"Village Creek Water Reclamation Facility","TX",112,0,80
"Villisca Municipal Power Plant","IA",33,0,2
"Vinton","IA",608,0,48
"Viola","WI",73,"--","--"
"Virginia","MN",139910,487,281
"Voss Lantz","MI",2789,0,82
"Voss Taylor","MI",2723,0,88
"Vulcan-BN Geothermal Power Company","CA",8018,"--","--"
"W A Parish","TX",19406376,50163,4510
"W B Tuttle","TX",15014,0,24
"W E Swoope","FL",11,"--","--"
"W H Hill","HI",237910,2351,428
"W H Weatherspoon","NC",881625,7443,3089
"W H Zimmer","OH",9323615,20303,13749
"W N Clark","CO",365384,1651,927
"W S Lee","SC",1432834,10178,2206
"WFEC GenCo LLC","OK",14664,0,26
"WPS Power Niagara","NY",366529,889,351
"Wabash River","IN",4563507,60577,8166
"Wabuska","NV",163,"--","--"
"Wadham Energy LP","CA",496,5,72
"Wading River","NY",141852,192,256
"Wadsworth","OH",164,"--","--"
"Wahoo","NE",557,0,12
"Waiau","HI",1207187,2705,1991
"Waimea","HI",4110,4,57
"Wakefield","NE",193,0,4
"Walhalla","ND",69822,7,11
"Wallingford Energy","CT",62693,0,13
"Walnut","CA",2718,0,7
"Walter C Beckjord","OH",6546286,60733,11843
"Walter Scott Jr Energy Center","IA",6254542,16633,13168
"Walton Bainbridge Power Facility","GA",442,0,1
"Walton County Power LLC","GA",51695,0,18
"Walton Discover Power Facility","AL",3073,0,5
"Wamego","KS",1056,0,28
"Wansley","GA",11251756,92123,13347
"Wansley Combined Cycle","GA",895999,4,2355
"Wansley Unit 9","GA",251039,1,51
"Warm Springs Forest Products","OR","--",8,71
"Warner Lambert","MI",16800,0,51
"Warren","PA","--",3,11
"Warren F Sam Beasley Generation Station","DE",12402,1,2
"Warren Lumber Mill","AR","--",23,121
"Warren Peaking Power Facility","MS",2760,0,1
