"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2002&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Tue Mar 17 2020 23:20:43 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"NSB Nuiqsut Utility","AK",3604,6,73
"NSB Point Hope Utility","AK",3887,6,79
"NSB Point Lay Utility","AK",2696,4,55
"NSB Wainwright Utility","AK",4731,7,96
"NTC/MCRD Energy Facility","CA",121908,1,327
"NYU Luthern Medical Center","NY",5958,"--","--"
"Naknek","AK",12675,19,252
"Nalco","IL",19159,0,49
"Nantucket","MA",160,0,2
"Napoleon","OH",279,0,6
"Napoleon Peaking Station","OH",1692,"--","--"
"Narrows Gas Turbines Generating","NY",277331,0,801
"Nashua Plant","NH","--",0,419
"Nashville Thermal Transfer","TN",29520,"--","--"
"Nassau Energy Corp","NY",242155,1,211
"Natchitoches","LA",817,"--","--"
"Naughton","WY",5140000,17518,11714
"Navajo","AZ",17021368,3635,32268
"Naval Hospital Medical Center","CA",12357,0,37
"Naval Station","CA",1082,1,4
"Naval Station Energy Facility","CA",221620,1,589
"Naval Submarine Base Kings Bay","GA",1083,2,22
"Naval Training Center","CA",574,0,2
"Nearman Creek","KS",1638582,6917,3502
"Nebraska City","NE",3985781,11630,7451
"Nebraska City # 1","NE",3959,1,91
"Nebraska City # 2","NE",1067,0,24
"Neenah Paper Munising Mill","MI",129979,1363,721
"Neil Simpson","WY",197624,936,420
"Neil Simpson Gas Turbine #2","WY",77530,2,37
"Neil Simpson II","WY",894663,641,744
"Nelson Dewey Generating Station","WI",1190424,14250,4796
"Nelson Industrial Steam","LA",1732959,51112,5552
"Nelson Plant Generators","AZ",333,1,7
"Neodesha","KS",43,0,1
"Neosho","KS",12,"--","--"
"Nevada","MO",6,"--","--"
"Nevada Cogen Assoc#1 GarnetVly","NV",335661,1,686
"Nevada Cogen Associates 2 Black Mountain","NV",353228,1,690
"New Albany Energy Facility","MS",17077,0,46
"New Boston Generating Station","MA",440924,2,389
"New Castle Plant","PA",1681906,23180,3179
"New Hampton","IA",664,1,14
"New Hanover County WASTEC","NC",46318,5,197
"New Haven Harbor","CT",1060426,3638,1037
"New Knoxville","OH",7,"--","--"
"New Lisbon","WI",114,0,2
"New Madrid","MO",7443689,14332,33988
"New Mexico State University","NM",27352,0,75
"New Milford Gas Recovery","CT","--",0,45
"New Orleans","LA",124735,1,275
"New Prague","MN",2231,1,50
"New Ulm","MN",25903,1,64
"New York Methodist Hospital","NY",6426,0,148
"New York University Central Plant","NY",19391,25,417
"Newark Atlantic Paperboard","MA",30679,131,60
"Newark Bay Cogeneration Partnership LP","NJ",135001,0,38
"Newark Power Plant","NJ",109487,0,77
"Newberry","MI",67,0,1
"Newgulf Cogen","TX",1116,0,2
"Newhalen","AK",236,0,5
"Newington","NH",603806,4741,855
"Newman","TX",939555,5,1523
"Newman (PA)","PA",41171,169,52
"Newport Diesels","VT",20,"--","--"
"Newton","IL",7561360,16211,4764
"Niagara Mill","WI",184748,1833,428
"Nichols","TX",480791,2,824
"Nichols Road Power Plant","CA",175878,26,109
"Nicor Gas","IL",7776,"--","--"
"Nikiski","AK",189487,1,530
"Niles","OH",397,1,8
"Niles Power Plant","OH",1171700,15642,5361
"Nine Mile Point","LA",4098690,49,11878
"Nine Springs","WI",143,"--","--"
"Nippon Dynawave Packaging Longview WA","WA",303098,2889,1420
"Nitram","FL",24220,0,55
"Noblesville","IN",244243,3276,1046
"Nodaway","MO",12765,0,11
"Noorvik","AK",1583,3,33
"Norit Americas Marshall Plant","TX",5906,"--","--"
"North","IA",67,0,1
"North 1st","NY",16206,0,7
"North Branch","WV",450556,471,629
"North Branch (MN)","MN",17,"--","--"
"North Denver","NE",4592,0,11
"North East Cogeneration Plant","PA",23810,0,18
"North Island","CA",1511,1,6
"North Island Energy Facility","CA",180615,1,488
"North Lake","TX",764069,19,989
"North Loop","AZ",20024,0,55
"North Main","TX",38936,0,69
"North Main Street","CT",353,1,2
"North Midway Cogen","CA",65424,0,167
"North Ninth Street","IL",1158,0,26
"North Omaha","NE",3551163,10441,5541
"North Pole","AK",498928,2622,2334
"North Riley","TX",9122,0,220
"North Road Peak","SC",935,1,19
"North Shore Towers","NY",17180,12,377
"North Texas","TX",654,0,2
"North Valmy","NV",2751732,6236,7140
"Northampton Generating Company LP","PA",802387,1656,412
"Northeast (IN)","IN",49,"--","--"
"Northeast (MI)","MI",2327,1,9
"Northeast (MO)","MO",17683,27,96
"Northeast (WA)","WA",211,0,1
"Northeastern","OK",8258294,31309,16408
"Northern Neck","VA",90,0,0
"Northern States Flambeau","WI",1372,0,4
"Northport","NY",5212869,21931,6241
"Northside Generating Station","FL",3182213,11742,3762
"Northway","AK",1199,2,24
"Norton","KS",925,1,20
"Norton Powerhouse","MA",39299,24,108
"Notch Cliff","MD",11238,0,51
"Nove Power Plant","CA","--",0,220
"Nucla","CO",766540,1349,1209
"Nueces Bay","TX",570965,3,882
"Nunapitchuk","AK",1834,3,38
"Nymans Plant Microgrid","AK",11895,18,236
"O H Hutchings","OH",825819,5692,2528
"O W Sommers","TX",481883,3,612
"O'Brien Biogas IV LLC","NJ","--",1,90
"OLS Energy Chino","CA",134916,1,290
"Oak Bluffs Diesel Generating Facility","MA",1103,2,23
"Oak Creek","TX",49259,0,93
"Oak Point Cogen","LA",82213,0,217
"Oakely","KS",713,0,17
"Oakwood Hospital & Medical Center","MI",5628,0,132
"Oberlin (KS)","KS",343,0,8
"Oberlin (OH)","OH",2904,1,66
"Ocean County Landfill","NJ","--",0,405
"Ocean State Power","RI",576306,3,125
"Ocean State Power II","RI",596943,3,135
"Oceanside Energy","NY","--",0,94
"Ocotillo","AZ",210428,1,147
"Odessa","MO",254,0,5
"Odessa-Ector Power Plant","TX",1786009,9,436
"Offshore Systems","AK",2637,4,52
"Ogden","IA",271,0,6
"Ogdensburg Power","NY",47469,0,20
"Oglesby","IL",549,0,2
"Oildale Energy LLC","CA",141666,1,392
"Okeelanta Cogeneration","FL",296135,102,623
"Oklahoma State University","OK",36194,0,84
"Oklaunion","TX",4709800,3391,7498
"Old Hickory Plant","TN",42178,"--","--"
"Oleander Power Project LP","FL",271687,15,95
"Olinda Landfill Gas Recovery Plant","CA","--",0,515
"Olive","CA",44006,0,31
"Olive View Medical Center","CA",13274,0,39
"Oliver","MI",294,0,5
"Olmsted Waste Energy","MN",28811,54,143
"Omega Hills Gas Recovery","WI","--",0,114
"Oneida Casino","WI",16,"--","--"
"Oneta Energy Center","OK",94874,1,38
"Onondaga Cogeneration","NY",66624,"--","--"
"Onondaga County Resource Recovery","NY",154545,15,540
"Onondaga Energy Partners LP","NY","--",0,60
"Ontelaunee Energy Center","PA",195841,1,508
"Opryland USA","TN",21984,0,62
"Optim Energy Altura Cogen LLC","TX",1828383,5,802
"Orange Cogeneration Facility","FL",191361,1,77
"Orange County New York","NY",1,0,17
"Orca","AK",7659,12,153
"Ord","NE",711,1,15
"Orlando Cogen LP","FL",379073,2,203
"Ormesa I","CA",3187,"--","--"
"Ormesa IE","CA",1655,"--","--"
"Ormesa IH","CA",1658,"--","--"
"Ormesa II","CA",3088,"--","--"
"Ormond Beach","CA",1248556,7,85
"Oroville Cogeneration LP","CA",7763,0,184
"Orrtanna","PA",3894,6,16
"Orrville","OH",323122,11947,912
"Osage (IA)","IA",524,0,11
"Osage (WY)","WY",378905,2531,808
"Osage City","KS",61,0,1
"Osawatomie City of","KS",133,0,3
"Osborne","KS",4,"--","--"
"Osceola (AR)","AR",91,0,2
"Osceola (FL)","FL",273728,7,176
"Oswego County Energy Recovery","NY",31139,54,141
"Oswego Harbor Power","NY",411754,2240,486
"Otay Landfill Gas, LLC","CA","--",0,93
"Otsego Mill Power Plant","MI",126836,1,9
"Ottawa","KS",7459,2,117
"Ottumwa","IA",4863589,14497,7555
"Ouachita","LA",337051,1,55
"Outagamie County Co-Generation Facility","WI",1,"--","--"
"Owatonna","MN",6809,0,15
"Oxford (KS)","KS",11,"--","--"
"Oxford (NE)","NE",154,0,4
"Oxford Cogeneration Facility","CA",28589,0,75
"Oxnard","CA",280040,1,759
"Oxnard","CA","--",0,78
"Oxnard Wastewater Treatment Plant","CA",1294,0,154
"Oyster Creek Unit VIII","TX",1457215,"--","--"
"P H Robinson","TX",1693165,9,2720
"P L Bartow","FL",1772396,22135,3841
"PCS Nitrogen Fertilizer LP","TN",240595,1,644
"PCS Nitrogen Fertilizer LP","LA",84567,0,227
"PE Berkeley","CA",117798,1,295
"PInova Inc","GA",34724,24,232
"PPG Place","PA",522,"--","--"
"PPG Plant C Caustic","LA",12629,"--","--"
"PPG Powerhouse A","LA",94873,0,219
"PPG Powerhouse C","LA",1567730,"--","--"
"PPG Riverside","LA",265495,1,316
"PSEG Bayonne Generating Station","NJ",685,5,5
"PSEG Burlington Generating Station","NJ",243625,1,207
"PSEG Edison Generating Station","NJ",48653,17,351
"PSEG Essex Generating Station","NJ",133841,10,472
"PSEG Hudson Generating Station","NJ",3048468,17195,8177
"PSEG Kearny Generating Station","NJ",172820,140,242
"PSEG Linden Generating Station","NJ",276904,140,292
"PSEG Mercer Generating Station","NJ",2536252,12938,10879
"PSEG National Park Generating Station","NJ",475,3,3
"PSEG Salem Generating Station","NJ",3802,6,24
"PSEG Sewaren Generating Station","NJ",258795,124,258
"PWD Northwest Facility","PA",146,0,36
"Pacific Oroville Power Inc","CA","--",19,104
"Pacific-Ultrapower Chinese Station","CA","--",2,61
"Packaging Corp of America","TN",302858,4726,1975
"Packaging Corporation of America Jackson Mill","AL",286460,1345,479
"Packaging of America Tomahawk Mill","WI",322603,8375,1266
"Paddys Run","KY",32058,1,37
"Painesville","OH",219571,4429,513
"Paint Creek","TX",32076,0,57
"Palaau Power Hybrid","HI",53881,83,1075
"Palm Beach Renewable Energy Facility 1","FL",272776,515,1085
"Palmyra Municipal","MO",109,0,2
"Palmyra Municipal 2","MO",49,0,1
"Palomar Medical Center","CA",2307,0,61
"Palos Verdes Gas to Energy","CA",13692,1,84
"Panduit Tinley Park","IL",8,"--","--"
"Panoche Peaker","CA",8152,0,23
"Panther Creek Energy Facility","PA",705345,18,513
"Paper Pak Industries","CA",3561,0,77
"Papillion Creek Wastewater","NE",827,0,170
"Par Sterile Products","MI",20185,0,55
"Paradise","KY",14116268,76270,42663
"Paragould Reciprocating","AR",2795,0,65
"Paragould Turbine","AR",61,"--","--"
"Paris (KY)","KY",1162,2,23
"Paris (WI)","WI",55623,3,54
"Paris Energy Center","TX",723729,4,1696
"Park 500 Philip Morris USA","VA",288548,1776,537
"Parkdale","TX",210706,1,445
"Parkside","IL",69,0,1
"Parlin Power Plant","NJ",62489,0,16
"Parr GT","SC",4490,3,17
"Pasadena","TX",27980,0,77
"Pasadena Cogeneration","TX",1959936,10,571
"Pascagoula Cogen","MS","--",0,106
"Pasco Cnty Solid Waste Resource Recovery","FL",105663,14,532
"Paulding","MS",124,0,1
"Paulsboro Refinery","NJ",633230,"--","--"
"Pawhuska","OK",88,0,2
"Pawnee","CO",3415889,13456,4166
"Pawtucket Power Associates","RI",37430,2,12
"Paxton Creek Cogeneration","PA",3595,0,82
"Payson","UT",3327,3,71
"Pearl Station","IL",185994,79,520
"Pearsall","TX",37222,0,81
"Pebbly Beach Generating Station","CA",25330,39,504
"Pedricktown Cogeneration Company LP","NJ",92438,1,29
"Pekin Paperboard","IL",7655,"--","--"
"Pella","IA",126635,375,256
"Pender","NE",47,0,1
"Peno Creek","MO",43829,0,21
"Penobscot Energy Recovery","ME",110132,105,425
"Penrose Power Station","CA",3106,0,240
"Pensacola Florida Plant","FL",579427,269,4922
"Peoples Generating Station","MI","--",0,172
"Pepeekeo Power Plant","HI",102316,508,228
"Perma Treat Corporation","ME","--",1,11
"Permian Basin","TX",1272279,6,2653
"Perryman","MD",147155,12,277
"Perryville Power Station","LA",356239,2,41
"Peru (IL)","IL",1864,0,5
"Peru (IN)","IN",6377,114,14
"Petersburg","AK",448,1,9
"Pfizer Groton Plant","CT",204088,132,132
"Pharmacia","NJ",9373,"--","--"
"Pheasant Run Landfill Gas Recovery","WI","--",0,704
"Phelps Dodge Chicago Rod","IL",48,0,1
"Phelps Dodge Refining","TX",89163,0,245
"Philadelphia","MD",15177,13,40
"Philadelphia Refinery","PA",139721,300,999
"Philadelphia Water Department Southwest","PA",64,0,9
"Philip Sporn","WV",4863944,36511,11961
"Phillips","FL",70413,362,1204
"Phillips 66 Carbon Plant","CA",241608,325,737
"Phillips 66 Rodeo Refinery","CA","--",1,505
"Picway","OH",395140,9486,996
"Pierce Power Station","WA",19800,0,60
"Pinckneyville","IL",80503,0,56
"Pine Bluff Energy Center","AR",674817,10,207
"Pine Bluff Mill","AR",34847,3208,1498
"Pine Street","MI",14,"--","--"
"Pine Tree Acres","MI","--",0,236
"Pinellas County Resource Recovery","FL",328705,37,1358
"Pinetree Power","NH","--",30,261
"Pinetree Power Fitchburg","MA","--",24,114
"Pinetree Power Tamworth","NH","--",39,219
"Pineville Mill","LA",139826,1549,535
"Piney Creek Project","PA",273206,37,288
"Pioneer Valley Resource Recovery","MA",48791,119,284
"Piqua Power Plant","OH",132,"--","--"
"Pirkey","TX",4856256,17668,4308
"Pitchess Cogen Station","CA",112945,0,251
"Pittsburg Power","CA",2235168,11,700
"Pittsburg Power Plant","CA",319591,7,104
"Pittsfield Generating LP","MA",591890,"--","--"
"Pixelle Specialty Solutions LLC - Chillicothe Facility","OH",694468,22558,1984
"Pixelle Specialty Solutions LLC - Spring Grove Facility","PA",761699,8019,1906
"Placid 12","MI",539,1,11
"Plains End","CO",53552,0,1233
"Plainview Muncipal Power","NE",15,"--","--"
"Plant 31 Paper Mill","LA",310774,2683,1537
"Plant Four","MI",9754,15,53
"Plant No 1 Freeport","NY",1595,3,33
"Plant No 1 Orange County","CA",13399,0,553
"Plant No 2 Freeport","NY",788,1,10
"Plant No 2 Orange County","CA",1671,"--","--"
"Plant X","TX",549353,3,872
"Plaquemine","LA",838,0,2
"Plaquemine Operations","LA",450249,0,128
"Platte","NE",601583,2041,1195
"Pleasant Hill","IA",1362,0,2
"Pleasant Prairie","WI",10165703,30342,19493
"Pleasant Valley (MN)","MN",74962,1,41
"Pleasants Energy LLC","WV",27171,13,16
"Ples I","CA",2536,"--","--"
"Plummer Cogen","ID","--",5,46
"Plymouth State College Cogeneration","NH",14162,21,277
"Point Beach Nuclear Plant","WI",629,1,3
"Point Comfort Operations","TX",557586,2,1146
"Polk","FL",1706840,1005,579
"Ponca","OK",106,0,22
"Ponca City Refinery","OK","--",1,284
"Ponca Diesel","OK",31290,0,72
"Poplar Bluff Generating Station","MO",1898,1,39
"Port Allen (HI)","HI",255557,389,3182
"Port Allen (LA)","LA",46338,0,130
"Port Arthur Texas Refinery","TX",186119,1,494
"Port Edwards Mill","WI",113655,254,85
"Port Everglades","FL",3456724,17089,8527
"Port Jefferson","NY",1228734,5854,1205
"Port Neches Plant","TX",178191,"--","--"
"Port Townsend Paper","WA",96756,1240,385
"Port Washington Generating Station","WI",968726,8894,1568
"Portage","MI",6305,10,35
"Portland","FL",29,"--","--"
"Portland (PA)","PA",1954256,22063,2743
"Portola","CA",421,0,2
"Portside Energy","IN",255103,1,685
"Portsmouth Genco LLC","VA",311570,1795,563
"Possum Point","VA",2824355,19057,4560
"Potomac River","VA",2374130,14643,5451
"Potrero Power","CA",338537,2,148
"Potter Station 2","MA",44771,3,72
"Power Island","TX",287054,0,207
"Power Station 3","TX",342890,3,1226
"Power Station 4","TX",792301,1,230
"Powerlane Plant","TX",8490,0,6
"Powerton","IL",8106581,15254,24693
"Powertrain Warren General Motors","MI",4952,"--","--"
"Prairie Creek","IA",844339,3904,2340
"Prairie View I & II LFGTE","IN","--",0,293
"Pratt","KS",12406,0,30
"Pratt & Whitney","CT",96662,0,22
"Pratt 2","KS",386,0,8
"Presence Saint Mary of Nazareth Hospital","IL",29,0,1
"Presque Isle","MI",3685405,15316,9502
"Preston (IA)","IA",117,0,3
"Preston (MN)","MN",334,0,7
"Pretlow","VA",548,1,11
"Prima Plant","CA","--",0,612
"Primary Childrens Medical Center","UT",3607,"--","--"
"Primghar","IA",6,"--","--"
"Princeton (IL)","IL",247,0,5
"Princeton (MN)","MN",306,0,6
"Procter & Gamble Cincinnati Plant","OH",251306,1631,322
"Procter & Gamble Mehoopany Mill","PA",256424,0,338
"Project Orange Associates LP","NY",84472,0,37
"Provo","UT",2971,0,69
"Pryor Power Plant","OK",261664,3,1155
"Pueblo","CO",67643,4,182
"Puente Hills Energy Recovery","CA","--",4,260
"Pulliam","WI",2650183,6261,7463
"Pulp Mill Power House","CA",93907,1185,150
"Puna","HI",160874,1035,545
"Puna Geothermal Venture I","HI",1869,"--","--"
"Purdue University","IN",363401,2260,932
"Putnam","FL",1129115,10,3545
"Putnam (MI)","MI",463,1,9
"Quad Cities","IL","--",0,112
"Quantum Auburndale Power LP","FL",481628,3,144
"Quantum Lake Power LP","FL",280857,1,736
"Quantum Pasco Power LP","FL",258323,1,627
"Quindaro","KS",1058097,3035,2437
"R D Green","KY",4607766,3106,6714
"R D Morrow","MS",2337814,9055,5701
"R Gallagher","IN",2828089,43334,5564
"R J Reynolds Tobaccoville Utility Plant","NC",464370,2305,678
"R M Heskett","ND",675166,1985,833
"R M Schahfer","IN",9598239,24943,15759
"R S Nelson","LA",5273694,17109,7161
"R W Miller","TX",415422,2,388
"RCWMD Badlands Landfill Gas Project","CA","--",0,29
"RED-Rochester, LLC","NY",1640924,20962,4775
"RG Steel Sparrows Point, LLC","MD",104744,285,1076
"Raccoon Creek Energy Center","IL",21492,"--","--"
"Radford Army Ammunition Plant","VA",291659,2909,603
"Raleigh CO2 Plant","IL",6421,0,152
"Ralph Green","MO",11550,0,32
"Randolph Electric","MA","--",0,166
"Rantoul","IL",162,0,3
"Rapids Energy Center","MN",124858,254,411
"Rathdrum","ID",25068,0,7
"Rathdrum Power LLC","ID",364239,2,51
"Raton","NM",51009,162,108
"Ravenswood","NY",2980319,1013,3531
"Rawhide","CO",2087149,815,3642
"Ray D Nixon","CO",1705532,4507,2571
"Ray Olinger","TX",529189,3,573
"Rayne","LA",1547,2,31
"ReEnergy Ashland","ME","--",15,105
"ReEnergy Black River","NY",559208,53,360
"ReEnergy Chateaugay Power Station","NY","--",25,223
"ReEnergy Fort Fairfield","ME","--",43,305
"ReEnergy Livermore Falls","ME","--",41,253
"ReEnergy Lyonsdale Biomass","NY","--",18,125
"ReEnergy Stratton LLC","ME",601,68,462
"Red Bud","IL",335,1,7
"Red Cedar","IA",32461,0,91
"Red Cloud","NE",196,0,4
"Red Hills Generating Facility","MS",2404275,3102,1068
"Red Oak Power LLC","NJ",199287,1,37
"Red Shield Envir Old Town Facility","ME",96885,1266,291
"Red Wing","MN",92375,9,453
"Redding Power","CA",60777,0,1
"Redfield","SD",91,0,2
"Redhawk","AZ",801861,4,2200
"Redwood Falls","MN",1305,2,26
"Reeves","NM",82256,0,157
"Regional Waste Systems","ME",64957,7,255
"Reid Gardner","NV",4339230,1794,9738
"Remington","VA",104678,2,21
"Renaissance Power Plant","MI",154723,1,44
"Rensselaer City Light Plant","IN",54,0,1
"Rensselaer Cogen","NY",86746,2,23
"Rex Brown","MS",307550,2,896
"Reynolds","IL",54,"--","--"
"Rhinelander Mill","WI",262508,2149,595
"Rhode Island Hospital","RI",92942,412,169
"Rhode Island State Energy Center","RI",152587,1,16
"Rice University","TX",17876,0,49
"Richard Gorsuch","OH",1762558,27083,2925
"Richard J Donovan Correctional Facility","CA",12838,0,35
"Richard M Flynn","NY",535678,25,146
"Richland","OH",142169,1,84
"Richmond","IN",5617,0,5
"Richmond Cogen","CA",554680,1,284
"Richmond Generating Station","PA",14230,21,48
"Richmond Refinery TG800","CA","--",1,256
"Ridgeview","WI","--",0,81
"Ridgewood Providence Power","RI","--",1,1236
"Ridgewood/Byron Power Partners","CA",17479,0,413
"Rifle Generating Station","CO",101345,0,36
"Rincon Facility","CA",13794,0,39
"Rio Bravo","NM",25925,0,11
"Rio Bravo Fresno","CA",11,3,102
"Rio Bravo Jasmin","CA",338292,611,165
"Rio Bravo Poso","CA",329304,567,165
"Rio Bravo Rocklin","CA",2927,2,93
"Rio Grande","NM",443091,2,828
"Rio Grande Valley Sugar Growers","TX",4688,16,254
"Rio Nogales Power Project","TX",589305,3,174
"Rio Pecos","TX",113124,1,169
"Rio Pinar","FL",4213,6,23
"Rittman Paperboard","OH",195687,5222,455
"River Crest","TX",1017,0,1
"River Hills","IA",2172,0,6
"River Rouge","MI",3093070,14691,5009
"River Valley","OK",2224018,5021,1852
"Riverbend","NC",1622706,13571,3442
"Riverside","IA",714472,2069,1331
"Riverside","GA",101,"--","--"
"Riverside (MD)","MD",43987,0,167
"Riverside (MN)","MN",2492473,11706,12377
"Riverside (OK)","OK",1329461,7,2729
"Riverside Generating LLC","KY",93263,1,73
"Riverside Manufacturing","GA",8,"--","--"
"Riverton","KS",562768,3114,1324
"Riverview","TX",466,0,1
"Riverview Energy Systems","MI","--",0,103
"Riverwood International Macon Mill","GA",201071,3019,1221
"Riveside Resource Recovery LLC","IL","--",0,60
"Riviera","FL",1764583,8239,4010
"Roanoke Valley Energy Facility I","NC",1180734,524,4560
"Roanoke Valley Energy Facility II","NC",384019,169,404
"Robbins Lumber","ME",395,5,50
"Robert A Reid","KY",467321,9600,1175
"Robert E Ritchie","AR",154679,1,357
"Robins","GA",16378,11,10
"Robstown","TX",17039,3,379
"Roche Vitamins","NJ",219971,"--","--"
"Rochester 3","NY",2237,3,11
"Rochester 7","NY",1481208,23945,2780
"Rochester 9","NY",4082,0,11
"Rock Lake CT","MN",389,1,2
"Rock Rapids","IA",27,0,1
"Rock River","WI",178760,8,410
"Rock Tenn Dallas Mill","TX",86342,0,206
"Rock-Tenn Mill","AL",46548,1888,510
"RockGen Energy Center","WI",71728,0,17
"RockTenn Coshocton Mill","OH",25826,99,513
"Rockford","IA",69,0,1
"Rockford Electric","IL","--",0,107
"Rockingham County CT Station","NC",238885,2,103
"Rockport","IN",15317704,48259,31065
"Rockport (MO)","MO",25,0,1
"Rockwood","CA",4064,0,12
"Rocky Ford","CO",1067,2,21
"Rocky River (SC)","SC",12,"--","--"
"Rocky Road Power LLC","IL",40266,0,26
"Rokeby","NE",25730,0,25
"Rolls Royce","IN",2786,"--","--"
"Roosevelt Biogas 1","WA","--",0,604
"Rosemary Power Station","NC",65230,4,160
"Roseton Generating Facility","NY",992681,6188,1498
"Roseville","CA",3652,0,10
"Rousselot Inc","MA",79358,6,189
"Rowan","NC",52629,1,147
"Rowan University","NJ",14731,0,38
"Rowesville Rd Plant","SC",828,0,2
"Roxana Resource Recovery","IL","--",0,316
"Roxboro","NC",13255878,86736,21461
"Rumford Cogeneration","ME",772439,371,697
"Rumford Power LLC","ME",706085,4,64
"Rupert Cogen Project","ID",42485,0,113
"Rush Island","MO",7537406,21097,3621
"Russell Downtown","KS",33717,1,175
"Ruston","LA",3318,0,5
"Rutgers Biomedical and Health Cogen","NJ",59488,1,164
"Rutland","VT",3689,6,20
"Ryegate Power Station","VT","--",32,111
"S A Carlson","NY",277487,3322,586
"S D Warren Muskegon","MI",465637,794,602
"S D Warren Westbrook","ME",197586,1004,953
"S O Purdom","FL",640696,5,174
"S W Bailey","AK",10100,15,201
"S&L Cogeneration","TX",233926,1,655
"SCA Cogen 2","CA",391378,2,58
"SDS Lumber Gorge Energy Division","WA","--",5,44
"SEGS III","CA",26784,0,36
"SEGS IV","CA",21097,0,35
"SEGS IX","CA",53761,0,64
"SEGS V","CA",23377,0,39
"SEGS VI","CA",18213,0,26
"SEGS VII","CA",18596,0,26
"SEGS VIII","CA",39459,0,65
"SEMASS Resource Recovery","MA",396220,46,2401
"SOUTHAMPTON","VA",348293,2149,2139
"SPA Cogen 3","CA",532454,3,44
"SRI International Cogen Project","CA",26761,0,74
"SRW Cogen LP","TX",1250982,"--","--"
"Sabetha Power Plant","KS",1542,0,35
"Sabine","TX",4034018,20,4872
"Sabine Cogen","TX",475875,2,68
"Sabine River Works","TX",503391,"--","--"
"Sabrooke","IL",7039,0,20
"Sagamore Plant Cogeneration","IN",190943,"--","--"
"Saguaro","AZ",147022,1,150
"Saguaro Combustion Turbine 3","AZ",27344,0,75
"Saguaro Power","NV",380475,1,586
"Saint Agnes Medical Center","CA",16267,0,46
"Saint Johns Health Center","CA",7385,0,20
"Saint Marys Hospital Power Plant","MN",33947,5,59
"Salem Energy Systems LLC","NC","--",0,57
"Salem Harbor","MA",2428370,12820,3442
"Salinas","CA","--",0,36
"Salinas River Cogeneration","CA",203540,1,554
"Salisbury City of","MO",13,"--","--"
"Salk Institute","CA",5042,0,118
"Salmon Diesel","ID",53,0,1
"Salton Sea Power Gen Co - Unit 2","CA",1768,"--","--"
"Salton Sea Power Gen Co - Unit 3","CA",9497,"--","--"
"Salton Sea Power Gen Co - Unit 4","CA",8512,"--","--"
"Salton Sea Power Gen Co Unit 1","CA",1676,"--","--"
"Sam Bertron","TX",511951,3,452
"Sam Rayburn","TX",36315,0,84
"San Angelo","TX",309845,2,384
"San Antonio Regional Hospital","CA",10730,0,250
"San Diego State University","CA",21536,0,59
"San Jacinto Steam Electric Station","TX",875206,4,216
"San Joaquin Cogen","CA",23737,0,2
"San Jose Cogeneration","CA",26894,0,74
"San Jose Convention Center","CA",625970,"--","--"
"San Juan","NM",12942976,15211,27536
"San Juan Basin Gas Plant","NM",56890,0,159
"San Miguel","TX",3363684,11950,6459
"Sand Hill","TX",117176,1,26
"Sandow No 4","TX",4373470,21165,6958
"Sandow No 5","TX",2892004,53650,3993
"Sanford","FL",2327070,3061,3275
"Santa Clara","CA",1015,0,44
"Santa Clara Cogen","CA",85563,0,236
"Santa Maria Cogen Plant","CA",15909,0,41
"Santa Rosa Energy Center","FL",2594,0,15
"Santan","AZ",435620,2,1031
"Sappi Cloquet Mill","MN",55433,2240,743
"Saranac Facility","NY",917208,5,226
"Sargent","NE",37,0,1
"Sargent Canyon Cogeneration","CA",205823,1,560
"Sarpy County","NE",59181,1,30
"Sartell Dam","MN",25166,912,401
"Sauder Power Plant","OH","--",6,55
"Savannah Resource Recovery Facility","GA",53168,"--","--"
"Savannah River Mill","GA",1032861,25363,2962
"Sayreville","NJ",80641,1,174
"Sayreville Cogeneration Facility","NJ",965103,5,718
"Scattergood","CA",1538582,10,30
"Scherer","GA",19590699,78336,25062
"Schiller","NH",1035344,7305,1694
"Scholz","FL",334992,2521,1129
"Schuylkill Generating Station","PA",50440,122,49
"Schweitzer Mauduit International","NJ",27388,9,60
"Scott Wood","VA","--",2,20
"Scrubgrass Generating Plant","PA",840186,2304,654
"Sea World of Calif 4160 V Cogen System","CA",5484,0,130
"Seadrift Coke LP","TX",54198,1940,211
"Seaford","DE",2773,4,55
"Seaford Delaware Plant","DE",187925,1882,267
"Seawater Treatment Plant","AK",23821,0,62
"Second Imperial Geothermal","CA",8218,"--","--"
"Selawik","AK",1846,3,38
"Seldovia","AK",340,1,7
"Selkirk Cogen","NY",1222187,6,414
"Seminole","OK",2045288,15,3630
"Seminole (FL)","FL",8524716,21848,20527
"Seminole Mill","FL",201794,0,17
"Settlers Hill Gas Recovery","IL","--",0,87
"Seward (AK)","AK",814,1,16
"Seward (PA)","PA",976317,9741,1589
"Sewell Creek Energy","GA",30000,0,55
"Seymour Road","MI","--",0,37
"Shady Hills Generating Station","FL",350010,24,137
"Sharon Spring","KS",170,0,4
